intersection_id,timestep,q_n,q_s,q_e,q_w,w_n,w_s,w_e,w_w,phase,elapsed
i1,194,9.7,12.2,10.9,10.8,13.1,15.6,13.2,12.9,1,13
i2,194,12.5,10.6,12.8,12.1,15.9,12.0,15.2,14.8,1,23
i3,194,14.3,13.6,15.6,15.1,17.0,18.0,18.6,20.3,1,25
i4,194,14.8,17.4,18.2,15.6,19.6,22.9,21.8,20.5,0,31
i5,194,20.2,20.7,19.3,20.7,24.7,26.8,24.2,26.1,0,12
i6,194,21.5,21.8,20.5,23.0,25.4,28.0,25.3,27.9,0,39
i0,195,8.5,9.2,9.0,8.6,9.1,13.0,9.2,10.7,0,21
i1,195,9.7,12.0,9.5,11.5,11.3,14.9,11.3,12.0,1,14
i2,195,14.4,12.6,13.4,12.7,18.3,14.9,17.6,15.8,1,24
i3,195,15.4,14.4,14.6,16.3,19.4,19.3,17.7,20.5,1,26
i4,195,16.7,18.4,19.4,17.2,20.4,23.5,23.6,21.4,0,32
i5,195,21.6,20.4,20.0,19.6,28.1,25.9,24.4,24.8,0,13
i6,195,22.3,22.3,22.7,24.6,28.6,28.9,27.1,31.2,1,0
i0,196,8.0,10.0,8.2,9.8,10.2,11.2,10.3,12.9,0,22
i1,196,9.3,12.0,10.1,11.8,12.4,15.4,12.4,13.6,1,15
i2,196,15.6,12.6,14.0,13.9,20.6,16.0,17.7,16.8,1,25
i3,196,15.3,16.4,16.8,16.7,20.1,19.3,21.3,19.6,1,27
i4,196,17.2,19.1,20.8,17.9,21.8,24.4,27.7,21.4,0,33
i5,196,22.5,20.8,20.3,21.3,28.4,27.2,25.2,26.6,0,14
i6,196,21.4,21.9,23.7,24.9,25.6,27.4,30.5,30.2,1,1
i0,197,8.3,10.2,8.7,9.9,12.7,13.7,10.5,13.3,0,23
i1,197,11.2,12.8,11.6,12.3,13.9,14.9,14.5,14.6,1,16
i2,197,16.1,13.4,13.5,14.9,19.8,16.6,19.2,18.3,1,26
i3,197,15.5,17.2,17.5,17.6,19.1,21.5,20.3,21.1,1,28
i4,197,18.7,19.6,22.2,19.5,22.7,25.1,29.1,25.5,0,34
i5,197,22.1,20.5,20.6,21.8,28.2,26.0,24.8,28.3,0,15
i6,197,23.1,23.1,23.7,24.1,28.6,28.9,28.8,30.2,1,2
i0,198,8.1,10.1,10.4,9.2,10.2,12.4,13.4,12.8,0,24
i1,198,12.7,13.0,12.5,13.0,15.1,15.8,15.8,16.3,1,17
i2,198,15.4,14.7,14.4,15.9,19.8,18.0,18.3,20.1,1,27
i3,198,15.7,18.4,17.5,19.0,20.6,22.5,22.0,22.9,1,29
i4,198,19.5,19.3,21.9,20.4,23.4,23.9,27.0,25.2,0,35
i5,198,21.3,20.8,20.7,21.9,25.4,25.8,25.0,26.3,0,16
i6,198,23.3,22.6,24.0,22.6,30.2,28.4,31.3,29.6,1,3
i0,199,10.7,10.2,10.5,9.0,13.4,12.9,14.1,11.1,0,25
i1,199,14.0,13.3,13.3,13.2,16.7,18.5,15.8,16.7,1,18
i2,199,14.9,16.0,14.1,17.2,19.1,19.1,17.4,22.6,1,28
i3,199,15.5,18.8,19.9,19.7,18.0,24.0,26.2,23.4,1,30
i4,199,21.2,20.4,21.6,21.4,26.9,24.9,27.1,26.3,0,36
i5,199,21.8,21.3,21.0,23.0,28.0,26.9,27.8,28.0,0,17
i6,199,23.3,22.6,25.0,22.6,29.7,29.1,30.6,29.4,1,4
i0,200,11.3,11.7,11.5,11.2,14.0,14.0,14.9,14.6,0,26
i1,200,14.5,13.8,14.0,14.2,17.0,16.8,17.8,17.6,1,19
i2,200,14.2,15.3,15.2,17.2,17.9,19.4,20.0,20.6,1,29
i3,200,18.2,19.2,19.7,20.1,22.1,24.3,26.6,25.3,1,31
i4,200,22.5,21.2,21.2,21.2,27.7,27.9,27.2,27.3,0,37
i5,200,22.0,20.8,21.8,24.6,27.6,25.2,27.0,28.7,0,18
i6,200,22.6,23.5,23.6,24.0,28.2,29.1,29.5,30.2,1,5
i0,201,12.3,11.8,12.9,13.1,15.6,13.5,15.2,16.7,0,27
i1,201,14.7,14.2,14.0,15.3,19.2,18.0,17.8,20.1,1,20
i2,201,16.6,16.1,15.8,17.8,21.0,21.9,20.1,21.2,1,30
i3,201,18.8,20.0,20.5,20.3,24.2,25.2,25.1,24.9,1,32
i4,201,22.8,22.1,21.2,21.3,28.5,27.2,25.3,26.7,0,38
i5,201,21.5,20.3,22.6,25.4,27.2,25.2,28.4,31.7,0,19
i6,201,22.9,23.5,24.2,23.8,28.5,28.6,30.4,31.2,1,6
i0,202,13.0,12.9,13.4,14.2,15.7,17.4,15.3,17.1,0,28
i1,202,15.5,14.8,14.7,16.1,19.3,18.0,19.9,18.7,1,21
i2,202,16.4,17.9,16.7,19.5,19.1,22.4,20.4,22.9,1,31
i3,202,19.4,20.6,20.2,21.0,24.3,25.5,26.0,26.3,1,33
i4,202,23.2,22.8,22.4,21.8,27.9,30.0,28.6,26.7,0,39
i5,202,21.5,21.1,22.2,24.8,27.6,26.3,26.5,29.9,0,20
i6,202,23.0,22.8,23.9,24.1,29.0,28.6,30.9,29.9,1,7
i0,203,12.7,13.6,13.8,15.1,15.7,16.1,18.4,19.2,0,29
i1,203,16.7,16.4,13.8,15.5,20.6,21.5,18.0,19.2,1,22
i2,203,17.5,18.2,17.5,19.9,20.9,21.6,22.4,25.1,1,32
i3,203,20.4,21.0,21.6,21.6,26.3,28.0,26.9,26.6,1,34
i4,203,22.8,22.9,22.5,23.3,27.4,29.2,28.1,29.2,1,0
i5,203,21.4,21.8,22.9,24.4,26.3,27.6,29.8,31.9,0,21
i6,203,23.5,23.0,23.0,23.9,30.2,28.7,29.7,28.6,1,8
i0,204,14.4,13.5,14.5,15.4,17.2,15.4,18.6,17.7,0,30
i1,204,17.7,16.7,14.8,16.8,23.0,20.9,19.1,21.4,1,23
i2,204,19.5,18.6,18.2,21.3,24.3,22.8,21.7,28.0,1,33
i3,204,20.5,21.5,21.0,21.8,25.1,26.9,25.6,28.0,1,35
i4,204,23.8,23.8,22.0,23.1,29.5,29.7,29.9,29.7,1,1
i5,204,22.2,21.4,22.6,23.5,28.6,26.4,26.8,28.5,0,22
i6,204,22.6,22.8,22.8,23.0,28.3,28.0,29.5,29.1,1,9
i0,205,14.1,13.0,16.0,16.2,17.5,17.2,19.9,20.8,0,31
i1,205,19.1,17.1,15.9,17.7,23.9,21.5,20.7,22.9,1,24
i2,205,20.1,19.6,19.2,21.6,24.9,23.6,24.2,26.7,1,34
i3,205,21.1,21.8,21.3,22.7,27.0,27.4,27.0,29.5,1,36
i4,205,23.3,23.3,22.0,23.7,29.9,29.7,27.7,29.9,1,2
i5,205,22.7,21.2,22.5,22.6,27.6,27.3,28.4,27.9,0,23
i6,205,21.4,23.5,23.4,21.3,27.5,29.7,29.8,27.5,1,10
i0,206,14.7,15.0,16.0,16.0,19.2,17.5,20.7,19.5,0,32
i1,206,17.9,18.0,17.0,17.8,21.9,23.0,20.9,23.6,1,25
i2,206,21.5,20.1,20.4,21.2,27.0,25.9,26.7,26.6,1,35
i3,206,21.9,22.7,23.3,23.4,27.7,28.8,28.8,29.5,1,37
i4,206,23.0,22.2,22.7,22.2,27.4,26.2,27.5,27.6,1,3
i5,206,23.4,20.5,22.5,23.1,29.4,25.3,27.1,28.2,0,24
i6,206,21.5,22.9,24.3,21.9,27.4,28.5,30.2,27.6,1,11
i0,207,15.3,16.2,15.8,16.8,19.9,18.9,18.9,20.9,0,33
i1,207,18.8,18.8,16.5,18.0,23.1,24.3,19.2,21.6,1,26
i2,207,21.4,19.6,19.3,21.7,26.1,25.2,24.6,26.5,1,36
i3,207,22.4,22.0,23.7,23.6,27.6,28.1,27.9,29.1,1,38
i4,207,21.8,22.8,23.1,23.1,26.7,28.1,29.8,28.5,1,4
i5,207,23.2,22.3,23.1,23.0,28.1,28.8,29.5,28.7,0,25
i6,207,21.4,23.8,23.3,20.9,28.3,28.6,29.4,25.5,1,12
i0,208,16.6,16.6,16.2,16.9,21.9,20.5,21.2,21.2,0,34
i1,208,19.0,19.5,17.7,19.4,23.4,24.3,22.7,24.0,1,27
i2,208,22.4,20.7,20.2,21.9,27.9,27.4,24.5,26.4,1,37
i3,208,23.3,22.0,22.3,24.1,29.6,25.9,28.1,29.6,1,39
i4,208,22.1,22.3,23.4,23.0,28.6,27.3,30.5,29.1,1,5
i5,208,21.5,21.1,24.0,22.9,26.7,26.2,30.5,28.7,0,26
i6,208,20.7,23.1,22.8,20.6,26.5,29.0,29.7,25.5,1,13
i0,209,18.9,16.7,16.8,18.3,23.8,21.4,20.5,22.4,0,35
i1,209,20.9,21.1,18.3,18.7,26.3,25.7,22.5,21.3,1,28
i2,209,23.1,20.9,21.4,21.0,27.7,26.6,27.1,27.2,1,38
i3,209,23.3,22.7,21.2,23.3,29.2,28.9,25.6,29.5,0,0
i4,209,22.6,22.7,23.3,23.9,28.3,28.0,28.7,29.9,1,6
i5,209,21.1,21.8,23.4,20.6,26.9,27.2,30.4,25.5,0,27
i6,209,19.7,23.1,20.3,20.0,24.5,30.5,25.5,24.1,1,14
i0,210,19.8,18.1,17.9,18.4,26.5,22.1,21.2,22.9,0,36
i1,210,20.7,21.6,20.0,18.7,25.3,26.0,25.3,23.0,1,29
i2,210,23.3,21.9,19.8,22.6,29.6,27.0,25.9,27.4,1,39
i3,210,22.9,23.8,21.5,22.5,29.1,30.1,26.2,28.2,0,1
i4,210,21.9,21.8,23.1,23.0,26.8,27.8,30.2,29.2,1,7
i5,210,20.4,21.0,22.6,19.4,26.2,26.4,26.9,23.7,0,28
i6,210,19.4,21.8,19.4,18.2,23.8,28.0,26.1,22.9,1,15
i0,211,21.0,18.4,19.2,19.2,26.2,23.0,24.4,24.5,0,37
i1,211,21.1,22.4,20.4,19.5,25.7,29.8,24.3,23.8,1,30
i2,211,23.1,22.4,20.1,22.1,29.0,28.5,24.2,27.7,0,0
i3,211,23.8,23.3,21.0,23.9,29.1,27.2,25.4,29.7,0,2
i4,211,21.4,21.1,22.9,22.6,26.6,26.7,29.8,29.0,1,8
i5,211,20.4,20.9,21.0,19.9,25.9,26.2,27.6,25.5,0,29
i6,211,18.2,21.0,18.2,18.0,22.7,26.2,21.8,23.0,1,16
i0,212,21.1,18.5,19.9,18.4,26.6,22.9,25.2,22.3,0,38
i1,212,22.0,23.4,21.6,20.8,27.3,29.3,26.9,23.8,1,31
i2,212,22.4,23.0,22.1,22.1,27.8,28.2,28.0,28.8,0,1
i3,212,22.5,23.8,22.0,23.6,27.4,32.0,28.2,28.6,0,3
i4,212,21.4,20.5,22.8,22.3,26.1,25.9,28.2,28.4,1,9
i5,212,19.9,19.8,20.6,19.5,23.4,25.9,24.6,23.7,0,30
i6,212,18.7,19.5,17.7,17.3,23.3,25.3,21.6,20.6,1,17
i0,213,21.0,20.0,20.5,18.8,27.4,24.9,24.3,23.2,0,39
i1,213,21.4,23.7,22.1,21.3,27.6,30.5,28.3,27.2,1,32
i2,213,23.2,23.1,23.5,22.1,28.0,29.1,29.6,27.3,0,2
i3,213,22.7,24.0,23.2,24.3,27.0,29.4,29.8,31.4,0,4
i4,213,21.4,21.7,21.8,21.6,26.3,26.8,26.3,26.4,1,10
i5,213,18.6,18.8,18.9,17.6,23.2,24.3,23.4,22.6,0,31
i6,213,18.3,18.9,16.7,16.8,23.5,25.0,21.5,22.0,1,18
i0,214,22.8,21.5,21.8,19.7,28.6,27.7,26.4,24.2,1,0
i1,214,20.7,23.7,22.4,20.4,25.1,28.6,28.8,24.9,1,33
i2,214,24.2,23.4,23.3,21.7,30.5,29.1,28.9,29.7,0,3
i3,214,23.5,23.9,22.1,23.8,29.8,28.9,27.5,30.5,0,5
i4,214,22.2,20.2,21.0,23.4,27.3,24.8,26.5,29.6,1,11
i5,214,18.5,19.8,19.0,18.3,24.2,25.3,23.3,22.1,0,32
i6,214,16.9,18.6,17.0,15.2,20.4,24.8,21.9,19.2,1,19
i0,215,22.8,21.9,22.9,19.6,28.6,27.5,28.4,26.3,1,1
i1,215,21.4,23.1,23.0,20.6,26.9,28.8,28.3,25.9,1,34
i2,215,25.2,24.4,24.3,20.7,31.4,32.2,29.0,26.2,0,4
i3,215,24.5,22.3,22.4,24.4,29.3,26.9,28.2,30.4,0,6
i4,215,21.8,19.0,21.7,21.7,27.5,23.5,27.7,28.0,1,12
i5,215,17.5,18.3,17.9,18.6,21.7,20.9,21.3,23.4,0,33
i6,215,16.0,17.8,16.6,15.7,20.2,22.2,20.0,17.5,1,20
i0,216,21.9,22.0,23.0,21.8,28.0,26.8,28.3,25.9,1,2
i1,216,22.2,23.6,22.7,21.9,27.6,27.8,28.7,27.6,1,35
i2,216,26.1,24.3,24.7,21.6,32.9,30.0,31.3,27.3,0,5
i3,216,22.6,23.3,22.5,23.5,29.2,29.1,28.9,31.4,0,7
i4,216,21.5,19.0,20.5,20.4,26.6,24.3,26.1,25.6,1,13
i5,216,16.8,17.9,17.8,17.8,20.6,21.5,21.0,21.0,0,34
i6,216,15.5,18.3,15.3,15.6,20.2,22.4,19.3,19.0,1,21
i0,217,22.5,22.4,23.2,22.0,27.5,27.1,29.4,27.3,1,3
i1,217,22.9,23.8,22.6,23.1,28.7,28.5,27.6,29.4,1,36
i2,217,24.8,24.6,23.6,20.2,31.8,31.0,29.2,25.8,0,6
i3,217,21.6,22.4,22.4,21.6,27.6,28.2,26.5,26.7,0,8
i4,217,20.2,18.7,19.8,19.2,24.8,23.9,23.9,22.6,1,14
i5,217,15.6,17.0,15.7,17.2,19.5,20.9,19.2,22.4,0,35
i6,217,15.3,17.1,14.7,14.6,20.7,20.6,17.2,18.3,1,22
i0,218,22.3,22.0,23.6,23.5,27.9,26.1,30.1,30.0,1,4
i1,218,23.7,24.7,22.2,23.5,29.9,31.5,28.4,29.6,1,37
i2,218,23.3,23.7,21.8,20.9,30.2,28.4,28.6,27.0,0,7
i3,218,21.0,21.8,22.0,20.9,26.9,28.3,28.3,26.8,0,9
i4,218,20.5,18.4,18.7,18.7,26.8,22.5,22.9,23.2,1,15
i5,218,15.5,16.9,15.7,17.3,19.5,22.4,20.6,21.2,0,36
i6,218,15.2,15.5,13.2,14.6,18.2,19.2,17.1,17.0,1,23
i0,219,22.9,23.4,23.5,22.8,27.9,27.8,29.8,29.9,1,5
i1,219,23.6,23.8,22.2,23.5,29.6,29.3,27.2,29.5,1,38
i2,219,21.5,25.0,22.9,20.9,27.0,32.3,29.4,26.7,0,8
i3,219,19.6,21.3,20.3,21.2,24.1,25.3,25.5,26.4,0,10
i4,219,19.6,18.1,18.1,18.4,26.2,22.7,22.3,22.9,1,16
i5,219,14.6,15.3,15.0,16.4,17.9,19.1,19.6,20.3,0,37
i6,219,13.9,14.1,12.5,11.7,17.6,17.2,15.0,15.1,1,24
i0,220,23.3,23.6,23.3,23.7,29.4,30.6,27.7,28.7,1,6
i1,220,24.1,22.6,22.4,23.3,31.2,29.5,28.6,29.2,1,39
i2,220,21.0,24.0,22.6,20.9,25.2,30.1,27.2,25.8,0,9
i3,220,20.1,21.2,19.1,20.6,23.7,26.4,24.4,24.3,0,11
i4,220,19.3,18.1,17.6,17.8,24.3,22.3,21.0,23.2,1,17
i5,220,13.9,15.5,15.5,14.6,17.1,19.8,20.6,16.2,0,38
i6,220,13.6,13.1,12.9,12.7,17.4,17.3,16.1,16.8,1,25
i0,221,23.4,23.4,24.5,24.3,28.8,28.4,30.7,31.4,1,7
i1,221,23.2,22.4,23.4,23.5,30.4,27.7,29.5,29.2,0,0
i2,221,22.0,22.0,22.2,20.7,27.4,27.4,28.5,25.7,0,10
i3,221,20.2,20.0,18.8,19.0,24.3,25.4,22.6,23.7,0,12
i4,221,18.0,18.1,17.0,17.3,22.5,21.8,21.6,21.4,1,18
i5,221,15.0,15.9,15.6,14.7,17.7,18.2,17.8,17.7,0,39
i6,221,12.5,12.6,13.5,13.7,15.0,15.2,16.2,17.2,1,26
i0,222,23.4,23.5,23.7,25.0,28.8,28.6,30.5,31.4,1,8
i1,222,22.7,21.7,23.6,22.6,29.6,28.0,29.6,28.8,0,1
i2,222,22.2,21.7,21.2,21.9,28.0,27.0,26.5,26.6,0,11
i3,222,17.8,19.3,17.7,18.7,21.7,23.5,22.9,24.5,0,13
i4,222,16.4,17.7,16.9,16.2,19.9,21.8,20.8,19.6,1,19
i5,222,13.6,14.9,15.0,14.2,16.9,18.8,18.9,17.6,1,0
i6,222,12.2,11.9,12.3,12.2,15.8,15.5,14.1,15.0,1,27
i0,223,23.1,22.9,23.8,23.9,29.1,29.3,30.2,29.6,1,9
i1,223,22.9,21.5,23.6,23.5,28.4,26.3,28.4,28.0,0,2
i2,223,21.7,21.6,20.4,21.2,27.4,26.1,25.4,26.5,0,12
i3,223,17.2,18.8,18.2,18.6,20.5,22.0,22.6,22.3,0,14
i4,223,15.2,17.4,16.7,15.3,19.6,21.1,20.8,18.3,1,20
i5,223,13.1,13.4,14.5,14.1,15.5,16.2,19.0,16.9,1,1
i6,223,11.4,11.8,10.6,11.3,13.3,14.5,12.2,14.3,1,28
i0,224,22.8,23.1,24.7,23.2,26.8,28.6,31.2,29.6,1,10
i1,224,23.8,21.1,21.7,21.8,29.0,25.9,25.6,26.6,0,3
i2,224,20.1,21.4,20.3,20.8,25.3,26.5,25.9,26.7,0,13
i3,224,15.9,16.6,17.1,17.6,18.8,20.5,22.1,21.5,0,15
i4,224,14.8,16.7,16.9,14.8,18.9,19.5,21.4,19.4,1,21
i5,224,12.3,12.8,14.5,12.7,14.0,16.0,18.4,15.6,1,2
i6,224,11.4,11.6,10.0,10.9,14.4,14.4,12.8,12.5,1,29
i0,225,22.4,21.8,23.7,22.5,29.0,28.5,30.6,27.6,1,11
i1,225,24.1,22.3,22.0,20.6,28.8,28.2,27.6,24.6,0,4
i2,225,20.6,21.2,20.2,19.9,26.7,26.2,26.6,23.0,0,14
i3,225,16.4,16.5,16.5,17.7,21.2,19.4,21.4,21.1,0,16
i4,225,14.6,15.4,15.2,14.7,17.8,17.9,18.2,18.4,1,22
i5,225,11.9,13.1,12.8,11.7,14.9,17.5,15.7,13.5,1,3
i6,225,9.4,11.5,9.8,10.7,11.8,15.5,13.2,12.2,1,30
i0,226,23.1,22.6,23.2,23.0,28.8,28.0,29.6,29.5,1,12
i1,226,23.7,21.4,21.0,20.0,31.4,26.8,26.0,25.9,0,5
i2,226,19.8,21.0,19.4,21.7,22.9,26.7,23.9,26.7,0,15
i3,226,15.1,16.1,17.6,16.9,18.4,19.2,23.5,22.8,0,17
i4,226,14.1,14.4,14.4,14.9,17.2,17.2,17.0,18.4,1,23
i5,226,10.3,12.3,11.8,11.0,12.9,13.6,15.5,12.9,1,4
i6,226,9.2,11.6,9.1,9.5,11.4,15.2,11.8,11.8,1,31
i0,227,21.4,21.7,22.7,22.3,26.9,27.0,29.8,27.6,1,13
i1,227,23.1,20.1,20.1,19.1,29.5,25.3,25.4,24.8,0,6
i2,227,18.8,19.4,18.4,20.4,23.6,25.1,23.1,24.6,0,16
i3,227,14.7,14.7,16.3,16.2,19.1,16.9,20.9,20.2,0,18
i4,227,13.7,13.9,13.9,13.5,18.3,16.1,16.4,16.0,1,24
i5,227,10.4,12.2,11.4,9.6,13.3,14.7,13.8,11.8,1,5
i6,227,9.3,10.2,9.6,8.9,11.3,12.4,12.0,10.1,1,32
i0,228,21.0,20.8,20.5,21.7,26.4,26.5,26.5,27.6,1,14
i1,228,22.2,20.2,19.6,19.8,28.9,26.2,25.0,24.9,0,7
i2,228,18.1,17.9,17.6,19.2,23.5,24.0,22.1,24.2,0,17
i3,228,13.3,15.7,15.5,15.0,17.6,19.4,20.3,18.8,0,19
i4,228,12.7,13.5,13.6,12.8,14.8,17.1,18.1,16.7,1,25
i5,228,10.6,11.7,10.3,10.1,14.1,13.9,12.4,12.6,1,6
i6,228,9.8,10.5,8.3,6.9,12.6,13.4,11.1,6.7,0,0
i0,229,20.9,21.2,22.0,20.8,25.7,27.9,27.9,25.7,1,15
i1,229,22.0,20.0,20.1,19.0,27.3,23.1,25.0,22.7,0,8
i2,229,18.1,16.6,17.9,18.5,22.2,20.2,23.9,24.1,0,18
i3,229,13.1,14.4,14.6,14.5,17.8,17.5,17.6,18.9,0,20
i4,229,12.2,13.5,14.3,11.0,16.5,17.7,17.1,13.5,1,26
i5,229,9.6,10.0,9.9,9.6,13.2,12.4,13.0,12.6,1,7
i6,229,10.1,9.5,8.2,6.6,11.4,10.0,10.6,8.2,0,1
i0,230,21.0,20.7,21.4,20.7,26.4,24.0,27.0,24.0,1,16
i1,230,21.6,19.0,20.0,19.4,26.4,23.7,25.2,24.2,0,9
i2,230,17.6,16.3,17.3,17.3,22.4,20.6,21.6,20.7,0,19
i3,230,12.9,14.7,14.2,14.1,17.1,18.5,17.8,18.3,0,21
i4,230,10.9,12.7,13.5,9.7,14.0,15.9,17.9,13.1,1,27
i5,230,10.4,9.3,8.7,9.1,11.1,11.7,10.8,10.3,1,8
i6,230,8.6,7.9,7.4,6.1,10.0,12.2,11.1,7.0,0,2
i0,231,20.3,20.1,21.0,20.4,26.3,25.0,26.0,24.9,1,17
i1,231,20.5,17.6,19.4,18.5,25.1,21.1,23.8,23.6,0,10
i2,231,16.0,15.9,16.5,17.5,20.8,19.9,20.4,22.4,0,20
i3,231,12.5,14.7,13.0,12.4,16.2,17.7,16.4,15.7,0,22
i4,231,10.8,11.5,11.7,9.5,11.7,14.3,14.1,11.1,1,28
i5,231,8.6,9.1,8.5,8.3,11.3,11.6,10.4,10.8,1,9
i6,231,9.7,7.3,8.5,8.7,12.8,9.2,10.8,11.2,0,3
i0,232,18.5,19.2,19.5,20.0,23.6,21.9,24.3,25.1,1,18
i1,232,17.7,17.4,18.3,18.4,22.5,21.8,22.0,22.6,0,11
i2,232,15.2,14.1,17.6,17.4,19.8,17.2,21.8,22.1,0,21
i3,232,11.5,13.2,12.1,11.6,15.0,15.0,16.3,13.8,0,23
i4,232,11.0,11.0,11.3,9.1,14.2,13.2,14.2,11.2,1,29
i5,232,7.8,9.2,7.5,9.3,9.3,11.5,9.5,12.6,1,10
i6,232,8.9,7.3,8.3,7.9,9.2,9.6,8.5,11.3,0,4
i0,233,17.5,18.1,19.4,19.4,23.4,24.3,25.3,23.9,1,19
i1,233,16.6,16.5,17.3,16.8,21.3,19.6,20.6,20.5,0,12
i2,233,14.5,13.8,15.7,15.8,18.5,17.7,20.6,18.6,0,22
i3,233,11.6,12.4,11.8,11.6,14.7,14.7,14.7,15.8,0,24
i4,233,10.5,10.0,10.9,9.4,13.7,11.3,14.6,12.5,1,30
i5,233,7.6,8.1,7.6,8.3,9.7,11.3,9.7,9.5,1,11
i6,233,8.0,6.4,8.9,6.1,8.7,8.9,12.7,7.8,0,5
i0,234,16.1,18.2,18.5,18.1,20.3,22.3,23.4,22.3,1,20
i1,234,16.1,15.2,17.4,16.0,19.9,17.4,20.0,21.6,0,13
i2,234,14.0,13.0,14.4,13.2,17.8,16.4,17.7,18.4,0,23
i3,234,12.7,11.6,12.3,10.4,14.7,14.7,14.2,13.7,0,25
i4,234,10.8,9.8,8.8,8.1,13.5,12.0,10.6,10.1,1,31
i5,234,6.2,6.6,7.9,8.2,8.0,9.1,10.0,11.2,1,12
i6,234,7.5,6.6,7.0,6.3,10.0,8.9,8.8,6.6,0,6
i0,235,15.6,17.8,17.5,15.7,20.5,23.6,21.1,18.2,1,21
i1,235,13.6,15.5,16.8,15.6,16.2,19.6,22.1,18.2,0,14
i2,235,14.0,11.8,12.9,13.3,17.4,14.7,15.4,15.7,0,24
i3,235,12.6,12.4,11.6,9.8,18.2,16.1,13.4,11.4,0,26
i4,235,9.0,10.1,9.4,7.4,10.1,13.1,11.8,10.8,1,32
i5,235,6.5,5.5,8.3,6.7,9.3,6.0,10.3,8.4,1,13
i6,235,7.3,7.2,7.1,5.2,10.0,10.3,8.5,5.3,0,7
i0,236,14.2,16.6,16.6,15.7,18.9,20.1,19.6,18.8,1,22
i1,236,13.1,15.2,15.8,14.6,16.7,18.1,19.2,18.7,0,15
i2,236,12.6,9.9,12.2,12.4,15.1,13.7,15.7,15.1,0,25
i3,236,11.3,11.8,10.3,9.5,13.9,15.3,12.2,13.0,0,27
i4,236,8.7,9.2,8.8,7.3,9.7,10.8,10.6,9.1,1,33
i5,236,6.8,5.6,6.9,6.6,8.2,7.3,8.8,7.4,1,14
i6,236,5.1,6.4,6.8,5.8,6.9,8.1,8.9,6.5,0,8
i0,237,14.8,15.4,16.6,14.9,18.7,20.2,20.5,19.2,1,23
i1,237,13.2,14.1,14.4,14.4,16.6,17.9,17.3,17.7,0,16
i2,237,11.4,8.8,11.6,11.5,15.0,11.2,14.5,14.5,0,26
i3,237,9.8,11.6,10.9,9.9,11.9,12.4,12.9,12.9,0,28
i4,237,9.3,9.5,7.2,6.7,11.5,11.7,8.9,10.2,0,0
i5,237,6.3,5.5,5.7,6.2,7.8,7.0,5.6,7.5,1,15
i6,237,4.8,5.4,6.8,5.7,6.0,6.9,8.9,8.2,0,9
i0,238,15.0,14.2,15.7,14.9,18.5,17.9,19.6,18.4,1,24
i1,238,12.4,13.9,14.3,13.3,15.6,17.6,18.7,18.3,0,17
i2,238,11.3,8.1,10.6,10.6,14.5,10.1,14.0,14.4,0,27
i3,238,10.8,10.8,9.8,9.3,13.7,13.8,11.3,12.1,0,29
i4,238,10.0,9.0,8.0,7.1,12.2,11.1,10.6,8.8,0,1
i5,238,5.8,5.7,4.9,6.0,7.4,5.3,6.2,7.2,1,16
i6,238,5.3,4.5,5.0,6.2,7.2,7.0,7.0,9.4,0,10
i0,239,14.6,15.2,15.6,14.1,18.3,19.0,19.7,18.6,1,25
i1,239,11.0,13.2,13.2,10.7,13.2,17.6,16.7,14.4,0,18
i2,239,11.9,8.9,10.1,10.3,14.3,11.6,14.7,13.5,0,28
i3,239,9.4,10.7,9.3,9.1,12.4,12.6,10.9,13.5,0,30
i4,239,8.6,7.6,8.4,6.6,10.7,9.6,10.5,5.7,0,2
i5,239,4.9,6.1,6.0,7.8,6.7,6.7,8.2,10.9,1,17
i6,239,5.4,5.2,5.5,6.9,7.3,6.6,7.5,8.2,0,11
i0,240,14.4,14.6,14.7,12.7,18.3,17.6,18.8,15.8,1,26
i1,240,10.9,12.8,11.1,11.4,12.6,16.0,12.7,13.8,0,19
i2,240,11.5,8.6,11.2,10.0,14.3,10.8,13.3,12.3,0,29
i3,240,8.2,9.5,8.2,8.5,10.5,11.7,10.5,9.3,0,31
i4,240,8.3,6.5,8.1,7.4,10.7,9.0,9.8,10.0,0,3
i5,240,6.9,6.4,5.8,6.2,7.3,10.0,7.6,8.0,1,18
i6,240,5.7,6.2,6.3,6.9,7.0,8.4,7.4,7.8,0,12
i0,241,13.7,15.2,12.4,12.4,17.1,18.8,15.1,15.3,1,27
i1,241,10.0,13.2,11.2,10.9,11.9,15.0,13.6,14.2,0,20
i2,241,11.5,9.5,10.9,9.2,12.7,12.5,13.2,11.6,0,30
i3,241,7.4,9.2,7.9,9.0,9.1,10.9,10.1,10.6,0,32
i4,241,8.0,5.6,7.9,6.6,9.0,7.5,10.1,7.8,0,4
i5,241,7.3,7.3,5.5,6.6,9.8,9.4,6.6,7.1,1,19
i6,241,6.0,6.1,5.6,5.9,8.0,6.7,7.7,7.3,0,13
i0,242,12.8,15.3,12.6,12.1,15.6,18.9,15.6,15.7,1,28
i1,242,8.9,12.0,10.5,11.1,10.3,16.1,12.4,13.7,0,21
i2,242,9.5,9.2,10.5,8.6,12.0,9.9,12.9,10.5,0,31
i3,242,7.7,9.2,8.4,7.4,8.7,10.8,9.3,10.2,0,33
i4,242,7.6,6.0,7.2,5.8,9.2,7.9,10.4,7.9,0,5
